OrderNo, TotalOrderDiscount ,OrderTime,DeliveryTimeslot,OrderDate,DeliveryDate
641843512,-7.49,11.28 AM,Between 10:00 am and 2:00 pm,6/2/2015,6/6/2015
524308574,-20.05,11.26 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/6/2015
714274572,-28.86,3.02 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/6/2015
31996914,-2.05,1.01 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/4/2015
517334197,    ,1.44 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/4/2015
977012800,-13.49,1.21 PM,Between 6:00 pm and 10:00 pm,6/4/2015,6/5/2015
188361092,-4.27,1.39 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/4/2015
859109223,-3.21,2.3 PM,Between 6:00 pm and 5:59 pm (next day),6/2/2015,6/5/2015
788920879,-7.49,3.24 PM,Between 6:00 pm and 10:00 pm,6/2/2015,6/6/2015
865434993,-19.95,3.49 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/3/2015
435206464,-10.99,11.24 PM,Between 2:00 pm and 6:00 pm,6/13/2015,6/16/2015
190416158,-27.94,11:00 AM,Between 6:00 pm and 10:00 pm,6/7/2015,6/12/2015
801981424,-3.58,7.55 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/4/2015
334691207,-7.49,8.03 PM,Between 6:00 pm and 10:00 pm,6/2/2015,6/4/2015
37425236,-3.21,8.5 PM,Between 6:00 pm and 5:59 pm (next day),6/2/2015,6/5/2015
606988631,-2.45,9.14 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/7/2015
366980626,    ,8.57 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/4/2015
310048452,-4.15,9.16 PM,Between 6:00 pm and 10:00 pm,6/2/2015,6/5/2015
619043295,-14.39,9.52 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/4/2015
582096853,-18.44,10.06 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/6/2015
738957487,    ,10.02 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/5/2015
301512888,-14.64,10.52 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/6/2015
364190600,-33.29,10.03 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/4/2015
992758947,-12.5,10.51 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/5/2015
529299611,    ,10.17 PM,Between 6:00 pm and 10:00 pm,6/2/2015,6/6/2015
617757989,-15.44,10.19 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/5/2015
71898968,-24.51,11.41 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/8/2015
496441766,-11.55,10.48 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/4/2015
766743324,-10.09,11.06 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/4/2015
221999291,-149.64,10.56 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/4/2015
98169469,-8.83,12.49 AM,Between 10:00 am and 2:00 pm,6/3/2015,6/6/2015
446375822,    ,12.01 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/4/2015
277221481,    ,11.31 AM,Between 6:00 pm and 5:59 pm (next day),6/9/2015,6/12/2015
426377224,-8.95,11.52 AM,Between 2:00 pm and 6:00 pm,6/9/2015,6/11/2015
772442610,-32.14,12.15 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/12/2015
36490364,-15.8,12.52 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/14/2015
509776267,-22.54,12.5 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/15/2015
547682760,-34.55,1.37 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
611053981,-13.96,1.43 PM,Between 6:00 pm and 5:59 pm (next day),6/9/2015,6/12/2015
92026210,-9.24,2.08 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/15/2015
667569725,-7.49,2.52 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/13/2015
104188692,-13.75,7.05 PM,Between 10:00 am and 2:00 pm,7/3/2015,7/6/2015
728077798,-7.49,3.22 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/13/2015
855933172,-4,3.21 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/12/2015
515533135,-16.35,4.05 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/11/2015
634506684,-18.39,4.12 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
717379305,-11.59,4.47 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/13/2015
736897066,-3.4,4.33 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/11/2015
763101767,-14.39,10.25 AM,Between 10:00 am and 2:00 pm,6/12/2015,6/15/2015
362364048,    ,6.51 PM,Between 6:00 pm and 10:00 pm,6/28/2015,7/1/2015
320470680,-4.9,12.39 PM,Between 10:00 am and 2:00 pm,6/11/2015,6/16/2015
487316119,    ,5.26 PM,,6/9/2015,
415624622,-10.39,5.24 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/13/2015
645080227,    ,8.42 AM,Between 2:00 pm and 6:00 pm,6/10/2015,6/16/2015
540765577,-16.44,9.58 AM,Between 6:00 pm and 10:00 pm,6/10/2015,6/15/2015
861061609,-7.49,6.27 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/15/2015
615709027,-45.75,12.44 AM,Between 2:00 pm and 6:00 pm,6/12/2015,6/16/2015
880828410,    ,7.06 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/13/2015
151149119,    ,6.51 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/11/2015
383509991,-1.53,6.53 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/11/2015
54323563,-11.7,3.09 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/20/2015
251746893,    ,8.1 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/15/2015
958620466,    ,7.54 PM,,6/9/2015,
617614557,-18.94,8.5 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
120079544,-2.25,9.17 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/14/2015
865861628,-15,8.53 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/15/2015
653289314,-7.49,9.1 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/15/2015
118480918,-14.95,9.08 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
853722495,-216.86,8.49 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/15/2015
745817122,-32.84,9.12 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/15/2015
583858763,-10.9,8.56 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/12/2015
423901998,-22.55,9.36 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/13/2015
949574966,-6,9.58 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/15/2015
832672824,-21.25,9.19 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/13/2015
645233334,-1.4,9.34 PM,,6/9/2015,
722507234,-0.39,2.36 PM,Between 2:00 pm and 6:00 pm,6/10/2015,6/12/2015
818386938,-4.9,10.13 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/15/2015
877261420,-20.8,2.56 AM,Between 10:00 am and 2:00 pm,6/10/2015,6/15/2015
856357844,-5.91,9:00 AM,Between 6:00 pm and 5:59 pm (next day),6/9/2015,6/11/2015
305070505,-4.4,11.51 AM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
458267410,-13.79,12.04 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/28/2015
165058314,-10.49,11.48 AM,Between 2:00 pm and 6:00 pm,5/27/2015,5/28/2015
956800466,-7.49,3.38 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
334116884,-8.34,12.19 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
174932794,-20.69,12.25 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/28/2015
167775771,-11.69,1.13 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/28/2015
469509560,-45.4,1.52 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/29/2015
786352904,-14.34,2.55 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/28/2015
971668688,-19.59,7.13 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
142965279,-35.47,3.36 PM,Between 10:00 am and 2:00 pm,5/27/2015,6/1/2015
684020058,-22.59,3.38 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/29/2015
989282359,-16.79,3.11 PM,Between 6:00 pm and 10:00 pm,5/28/2015,5/30/2015
914735443,-38.44,11.09 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/30/2015
325279376,-7.49,11.5 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/30/2015
510279393,-9.64,11.59 PM,Between 2:00 pm and 6:00 pm,5/27/2015,6/1/2015
215206237,-15.85,4.1 PM,Between 6:00 pm and 10:00 pm,6/15/2015,6/16/2015
307992733,    ,11.28 AM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
207300294,-8.44,4.41 PM,Between 10:00 am and 2:00 pm,5/28/2015,5/30/2015
553952287,    ,1.55 PM,Between 10:00 am and 2:00 pm,5/28/2015,6/2/2015
586802036,-3.12,3.39 PM,Between 2:00 pm and 6:00 pm,5/28/2015,5/30/2015
466458512,    ,6.41 AM,Between 10:00 am and 2:00 pm,5/31/2015,6/2/2015
108822873,-7,8.45 PM,Between 10:00 am and 2:00 pm,5/31/2015,6/3/2015
575555158,    ,4.52 PM,Between 2:00 pm and 6:00 pm,5/30/2015,6/1/2015
600855004,-65.55,1.1 PM,Between 6:00 pm and 10:00 pm,5/31/2015,6/8/2015
980942154,-22.44,11.43 AM,Between 10:00 am and 2:00 pm,6/2/2015,6/6/2015
852186627,-7.49,8.35 PM,Between 2:00 pm and 6:00 pm,5/30/2015,6/2/2015
315974014,-5.4,9.08 PM,Between 6:00 pm and 10:00 pm,5/30/2015,6/2/2015
726698336,-0.35,10.02 PM,Between 2:00 pm and 6:00 pm,5/30/2015,6/2/2015
2068890,-8.04,11.25 PM,Between 10:00 am and 2:00 pm,5/30/2015,6/2/2015
331188655,-5.45,12.04 AM,Between 6:00 pm and 10:00 pm,5/31/2015,6/2/2015
191717723,-7.49,1.44 AM,Between 10:00 am and 2:00 pm,5/31/2015,6/5/2015
887786794,-32.75,9.26 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/13/2015
903044752,-16.16,10.29 PM,Between 6:00 pm and 5:59 pm (next day),6/7/2015,6/9/2015
156128302,-11.05,10.11 PM,Between 6:00 pm and 10:00 pm,5/31/2015,6/3/2015
184393404,-12.44,11.11 AM,Between 10:00 am and 2:00 pm,6/1/2015,6/5/2015
452540316,-34.8,9.5 PM,Between 6:00 pm and 10:00 pm,5/31/2015,6/6/2015
610569988,-31.21,12.2 AM,Between 6:00 pm and 5:59 pm (next day),6/1/2015,6/6/2015
56153584,-3.21,10.58 PM,Between 6:00 pm and 5:59 pm (next day),6/1/2015,6/3/2015
762533267,-17.69,1.43 AM,Between 6:00 pm and 10:00 pm,6/1/2015,6/5/2015
929290102,-0.55,8.59 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/3/2015
668213159,-62.84,11.37 AM,Between 2:00 pm and 6:00 pm,6/1/2015,6/4/2015
159401737,-7.49,10.04 AM,Between 6:00 pm and 10:00 pm,6/1/2015,6/2/2015
388339904,-8.6,10.19 AM,Between 10:00 am and 2:00 pm,6/1/2015,6/2/2015
366826145,    ,9.58 AM,Between 6:00 pm and 10:00 pm,6/1/2015,6/2/2015
854554091,-10.99,10.14 AM,Between 10:00 am and 2:00 pm,6/1/2015,6/2/2015
113639826,-3.55,3.34 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/2/2015
506786091,-15.99,2.18 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/9/2015
777631626,-64.89,4.31 PM,Between 2:00 pm and 6:00 pm,6/4/2015,6/9/2015
553369143,-3.24,11.53 AM,Between 10:00 am and 2:00 pm,6/1/2015,6/3/2015
585085622,-11.49,10.04 AM,Between 10:00 am and 2:00 pm,6/3/2015,6/5/2015
802726772,-15.1,1.05 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/2/2015
881995853,-5.8,2.52 PM,Between 6:00 pm and 10:00 pm,6/1/2015,6/2/2015
633299488,-9.49,11.57 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/24/2015
473186728,-26.29,1.11 PM,Between 6:00 pm and 10:00 pm,6/1/2015,6/4/2015
420022298,-1.95,3.08 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/2/2015
602989470,-12.55,1.36 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/3/2015
258821069,-21.72,4.05 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
468247783,-7.49,2.5 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
415836476,-18.94,10.36 AM,Between 6:00 pm and 10:00 pm,6/2/2015,6/3/2015
701968337,-19.35,3.19 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/2/2015
88158805,-12.29,4.43 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/3/2015
510453757,-3.21,11.28 AM,Between 6:00 pm and 5:59 pm (next day),6/6/2015,6/9/2015
175710410,-37.44,12.12 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/14/2015
814123632,-2.1,12.04 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
980100009,-2.3,12.13 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
752762413,-10.89,12.14 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/9/2015
807119151,-12.89,12.37 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/13/2015
448189531,-10.24,12.19 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/8/2015
986347040,-11.89,10.17 PM,Between 10:00 am and 2:00 pm,6/21/2015,6/27/2015
484762967,-15.25,1.19 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/11/2015
145503726,-42.4,11.29 PM,Between 6:00 pm and 10:00 pm,6/7/2015,6/15/2015
64179474,-21.64,12.59 PM,Between 6:00 pm and 10:00 pm,6/26/2015,6/27/2015
493309715,-26.79,1.36 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/12/2015
86958789,-7.75,1.04 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/9/2015
723741840,-14.04,1.33 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/11/2015
24645776,-18.04,2.58 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/9/2015
52259952,-12.19,1.27 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
972156764,-20.39,1.34 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/12/2015
285803744,-25.09,12.04 AM,Between 2:00 pm and 6:00 pm,6/7/2015,6/13/2015
758108179,-16.99,2.47 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
716779673,-13.64,3.49 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
89170849,    ,3.13 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/12/2015
19884384,-0.7,2.56 PM,,6/6/2015,
947495138,-0.85,3.06 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
903515839,-12.54,3.03 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
578095419,-5.95,3.2 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
324391473,-20.79,3.36 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
832763526,-7,4.08 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
829439535,-26.14,4.34 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/9/2015
961942856,-15.54,3.41 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/11/2015
889027090,-17.94,3.42 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
569716114,-18.94,4.18 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/15/2015
4828467,-1.15,4.09 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
625246212,-51.94,8.55 AM,Between 10:00 am and 2:00 pm,6/7/2015,6/13/2015
375607363,-40.54,4.4 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
528644768,-30.15,4.49 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/8/2015
497463862,-16.19,9.21 PM,Between 6:00 pm and 10:00 pm,6/10/2015,6/15/2015
757042790,-2.05,4.43 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/8/2015
528236128,-13.45,4.54 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
867375136,-25.75,11.48 AM,Between 2:00 pm and 6:00 pm,6/7/2015,6/11/2015
103980498,-27.89,4.46 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
734130358,-12.5,5.27 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/9/2015
242475841,-13.69,4.29 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
972508812,-7.49,4.49 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/8/2015
323606987,    ,5.02 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/9/2015
559574278,-12.69,5.02 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
72270605,-12.67,8.24 PM,Between 10:00 am and 2:00 pm,6/7/2015,6/12/2015
924295935,-14.99,5.18 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/9/2015
244113824,-107.7,5.49 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
109961588,    ,2.3 PM,Between 10:00 am and 2:00 pm,6/7/2015,6/12/2015
531261285,-14.39,4.36 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/13/2015
33484841,-9.4,1.49 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/16/2015
478607848,-19.74,11.57 PM,Between 10:00 am and 2:00 pm,6/7/2015,6/14/2015
872543849,-11.45,6.4 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
782489798,-13.04,6.57 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
364974997,-7.49,6.32 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
725776338,-9.44,9.47 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/13/2015
868673376,-4.25,6.43 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
596486061,-6.41,3.54 PM,Between 6:00 pm and 5:59 pm (next day),6/7/2015,6/9/2015
361518223,-2.5,8.15 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
931426599,-29.74,8.32 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/11/2015
90097909,-14.19,7.55 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
920211276,    ,4.1 PM,,5/26/2015,
103564799,    ,8.1 PM,,5/26/2015,
440245090,-7.5,9.5 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/30/2015
426975491,-17.44,8.27 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/28/2015
560791417,-11.39,1.51 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/29/2015
814758728,-9.51,12.18 PM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
29202333,    ,7.28 PM,Between 10:00 am and 2:00 pm,5/29/2015,6/4/2015
1017179,-19.99,12.32 PM,Between 6:00 pm and 10:00 pm,5/28/2015,5/30/2015
121186930,-28.3,12.59 PM,Between 6:00 pm and 10:00 pm,5/28/2015,5/30/2015
402606967,-9.54,2.1 PM,Between 2:00 pm and 6:00 pm,5/28/2015,5/30/2015
129685482,-0.75,3.04 PM,Between 6:00 pm and 10:00 pm,5/31/2015,6/3/2015
558174054,-13.04,5.19 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/6/2015
385023153,-26.46,3.44 PM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
920877549,    ,6.17 PM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
654680510,-1,8.21 PM,Between 2:00 pm and 6:00 pm,5/28/2015,5/30/2015
111146553,-20.84,11.14 AM,Between 2:00 pm and 6:00 pm,6/1/2015,6/2/2015
610230834,-12.54,10.54 AM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
180305307,-22.44,9.58 AM,Between 6:00 pm and 10:00 pm,6/9/2015,6/12/2015
468550215,-3.43,12.07 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/3/2015
42114470,-2.15,3.19 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/2/2015
976656658,-359.49,1.31 PM,Between 6:00 pm and 10:00 pm,6/1/2015,6/6/2015
821091922,-7.49,8.31 AM,Between 10:00 am and 2:00 pm,6/2/2015,6/5/2015
822555535,-9.94,2.3 PM,Between 6:00 pm and 10:00 pm,6/1/2015,6/4/2015
663063578,-8.74,2.22 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/3/2015
944271528,-8.75,1.48 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/4/2015
954888607,-1.55,6.4 PM,Between 10:00 am and 2:00 pm,6/4/2015,6/9/2015
734181734,-7.49,8.47 AM,Between 2:00 pm and 6:00 pm,6/3/2015,6/8/2015
790947105,-10.44,9.46 AM,Between 10:00 am and 2:00 pm,6/3/2015,6/4/2015
198580259,-14.53,9.31 AM,Between 2:00 pm and 6:00 pm,6/4/2015,6/12/2015
723474793,-11.17,9.58 AM,Between 10:00 am and 2:00 pm,6/3/2015,6/4/2015
287668671,    ,10.16 AM,Between 2:00 pm and 6:00 pm,6/3/2015,6/5/2015
12907791,-7.47,10.46 AM,Between 2:00 pm and 6:00 pm,6/9/2015,6/11/2015
164283978,-16.99,11.25 AM,Between 2:00 pm and 6:00 pm,6/3/2015,6/4/2015
924679014,-10.15,11.38 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
529401911,-12.64,12.05 PM,Between 6:00 pm and 10:00 pm,6/3/2015,6/6/2015
754856989,-7.49,12.58 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/6/2015
247492896,-4.2,11.36 AM,Between 2:00 pm and 6:00 pm,6/3/2015,6/4/2015
179024301,-7.64,9.35 PM,Between 6:00 pm and 10:00 pm,6/10/2015,6/13/2015
555430746,-32.19,12.43 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/5/2015
365909074,    ,12.47 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/5/2015
954769916,-8.54,1.2 PM,Between 6:00 pm and 10:00 pm,6/3/2015,6/4/2015
848640920,-4.25,1.27 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/5/2015
171061510,-7.75,1.44 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/6/2015
891661817,-9.99,1.09 AM,Between 2:00 pm and 6:00 pm,6/4/2015,6/5/2015
382984816,-20.6,11.58 PM,Between 2:00 pm and 6:00 pm,6/4/2015,6/6/2015
447462232,    ,2.17 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/8/2015
185482976,-1.05,2.23 PM,Between 6:00 pm and 10:00 pm,6/3/2015,6/5/2015
790242626,-26.34,11.12 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/6/2015
716923117,-7.49,3.45 PM,Between 6:00 pm and 10:00 pm,6/3/2015,6/5/2015
808990266,-1.75,3.41 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/6/2015
903589306,-13.24,11.26 PM,Between 10:00 am and 2:00 pm,6/4/2015,6/8/2015
851711524,-22.04,5.24 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/8/2015
987788644,-5.1,3.58 PM,Between 6:00 pm and 10:00 pm,6/3/2015,6/5/2015
936060301,-10.49,8.19 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/9/2015
661081918,-0.9,3.53 PM,Between 2:00 pm and 6:00 pm,6/4/2015,6/6/2015
629983204,-11.39,4.35 PM,Between 6:00 pm and 10:00 pm,6/3/2015,6/5/2015
294717073,-7.49,4.41 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/9/2015
677238789,-3.68,4.58 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/4/2015
436404640,-7.49,4.56 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/5/2015
983772577,-10.62,4.58 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/5/2015
631296767,-27.59,7.42 PM,Between 6:00 pm and 10:00 pm,6/4/2015,6/6/2015
443494011,-17.24,6.58 PM,Between 10:00 am and 2:00 pm,6/3/2015,6/7/2015
985442805,-4.6,7.34 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
674008191,-13.21,10.15 PM,Between 6:00 pm and 5:59 pm (next day),6/9/2015,6/13/2015
355938103,-26.44,2.3 PM,Between 2:00 pm and 6:00 pm,6/10/2015,6/15/2015
441930693,-14.69,10.57 PM,Between 6:00 pm and 10:00 pm,6/10/2015,6/13/2015
427692613,    ,10.23 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/15/2015
508194798,    ,10.28 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/13/2015
734509233,-26.65,11.41 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/15/2015
331578221,-20.34,10.52 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/15/2015
349014437,-54.89,12.01 PM,Between 10:00 am and 2:00 pm,6/10/2015,6/14/2015
762964461,-3.21,11.03 PM,Between 6:00 pm and 5:59 pm (next day),6/9/2015,6/12/2015
815133346,-1.75,11.18 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/15/2015
532030626,    ,11:00 PM,,6/9/2015,
503342718,-7.05,10.58 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/15/2015
528627869,-16.35,1.23 AM,Between 6:00 pm and 10:00 pm,6/10/2015,6/13/2015
752969272,-8.54,8.33 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/20/2015
719128939,-12.8,11.2 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/15/2015
53458660,-17.49,11.05 PM,Between 6:00 pm and 10:00 pm,6/10/2015,6/15/2015
788103108,-14.89,10.54 PM,Between 6:00 pm and 10:00 pm,6/10/2015,6/15/2015
805074583,-13.94,12.09 AM,Between 2:00 pm and 6:00 pm,6/10/2015,6/12/2015
908003212,-8.14,1.08 AM,Between 10:00 am and 2:00 pm,6/10/2015,6/15/2015
690540423,-13.49,12.53 AM,Between 10:00 am and 2:00 pm,6/10/2015,6/13/2015
722905972,-13.79,9.25 PM,Between 10:00 am and 2:00 pm,6/10/2015,6/16/2015
629411532,-24.29,1.56 PM,Between 2:00 pm and 6:00 pm,6/10/2015,6/15/2015
358233770,-19.04,12.25 AM,Between 2:00 pm and 6:00 pm,6/26/2015,6/29/2015
537233626,-3.9,2.4 AM,Between 2:00 pm and 6:00 pm,6/13/2015,6/19/2015
19803943,-11.24,2.12 AM,Between 10:00 am and 2:00 pm,6/10/2015,6/12/2015
37589076,    ,7.59 AM,Between 2:00 pm and 6:00 pm,6/10/2015,6/12/2015
278439015,    ,8.42 AM,Between 2:00 pm and 6:00 pm,6/10/2015,6/12/2015
95218915,-10.1,9.2 AM,Between 2:00 pm and 6:00 pm,6/10/2015,6/15/2015
13831560,-3.21,9.56 PM,Between 6:00 pm and 5:59 pm (next day),6/10/2015,6/12/2015
587296956,-9.09,10.59 PM,Between 10:00 am and 2:00 pm,6/10/2015,6/16/2015
14425633,-16.55,9.06 AM,Between 10:00 am and 2:00 pm,6/10/2015,6/12/2015
